id_cliente,genero,edad,es_senior,tiene_pareja,tiene_dependientes,meses_antiguedad,servicio_telefono,servicio_internet,soporte_tecnico,tipo_contrato,metodo_pago,factura_electronica,cargo_mensual,cargo_total,tickets_soporte,churn,churn_label
CLI-00215,Masculino,61,0,No,No,28,Si,Fibra optica,No,Mensual,Tarjeta credito,No,85.8,2615.25,1,1,Si
CLI-00216,Femenino,74,1,Si,No,50,Si,No,No,Anual,Cheque electronico,Si,105.98,5410.39,1,0,No
CLI-00217,Masculino,46,0,Si,No,55,Si,Fibra optica,No,Bianual,Cheque por correo,No,107.55,5537.87,3,1,Si
CLI-00218,Femenino,45,0,No,No,10,Si,Fibra optica,Si,Mensual,Cheque electronico,Si,97.19,1024.43,0,0,No
CLI-00219,Masculino,28,0,Si,Si,21,Si,DSL,No,Bianual,Transferencia bancaria,No,69.81,1510.23,3,0,No
CLI-00220,Masculino,74,1,Si,No,58,Si,DSL,Si,Mensual,Cheque por correo,No,114.9,7242.13,2,0,No
CLI-00221,Masculino,18,0,No,No,34,No,No,No,Anual,Cheque por correo,Si,101.41,3290.81,2,0,No
CLI-00222,Femenino,60,0,Si,No,43,Si,Fibra optica,No,Mensual,Cheque por correo,No,30.95,1455.96,0,1,Si
CLI-00223,Femenino,36,0,No,Si,11,Si,DSL,No,Mensual,Cheque por correo,Si,60.83,676.07,2,0,No
CLI-00224,Femenino,26,0,No,No,33,Si,Fibra optica,Si,Mensual,Tarjeta credito,Si,73.05,2634.36,1,0,No
CLI-00225,Femenino,44,0,Si,Si,58,Si,No,No,Mensual,Cheque electronico,Si,72.0,4413.23,2,0,No
CLI-00226,Masculino,51,0,No,No,46,Si,DSL,No,Anual,Tarjeta credito,No,56.71,2799.59,1,0,No
CLI-00227,Femenino,61,0,Si,No,61,Si,DSL,No,Mensual,Transferencia bancaria,No,72.23,4250.8,1,1,Si
CLI-00228,Masculino,21,0,Si,Si,62,Si,DSL,No,Mensual,Cheque por correo,Si,27.49,1608.74,1,0,No
CLI-00229,Masculino,53,0,No,No,1,Si,No,No,Mensual,Tarjeta credito,Si,84.83,86.94,1,1,Si
CLI-00230,Femenino,35,0,No,No,21,Si,DSL,No,Mensual,Cheque electronico,Si,68.77,1407.87,2,1,Si
CLI-00231,Femenino,32,0,Si,No,62,Si,DSL,No,Anual,Cheque electronico,Si,98.34,6689.59,1,0,No
CLI-00232,Femenino,68,1,No,Si,64,Si,Fibra optica,Si,Mensual,Cheque por correo,Si,88.73,5673.61,0,0,No
CLI-00233,Femenino,30,0,No,No,56,Si,Fibra optica,Si,Anual,Transferencia bancaria,Si,29.5,1523.3,1,0,No
CLI-00234,Femenino,36,0,No,Si,1,Si,No,No,Mensual,Tarjeta credito,Si,53.77,53.76,3,1,Si
CLI-00235,Femenino,66,1,No,No,21,Si,Fibra optica,No,Bianual,Transferencia bancaria,Si,93.1,1968.82,4,0,No
CLI-00236,Femenino,23,0,Si,No,22,Si,Fibra optica,No,Mensual,Tarjeta credito,No,52.36,1037.82,1,0,No
CLI-00237,Femenino,65,1,Si,No,54,Si,No,No,Anual,Tarjeta credito,Si,75.82,3885.87,2,0,No
CLI-00238,Masculino,73,1,No,Si,4,Si,DSL,Si,Mensual,Cheque por correo,No,116.05,417.9,0,1,Si
CLI-00239,Femenino,29,0,Si,No,65,Si,DSL,No,Mensual,Cheque por correo,Si,26.15,1720.49,1,0,No
CLI-00240,Femenino,68,1,No,Si,51,Si,Fibra optica,No,Anual,Cheque electronico,Si,37.41,1828.59,1,0,No
CLI-00241,Masculino,54,0,Si,No,63,No,Fibra optica,No,Anual,Transferencia bancaria,No,67.02,3946.3,3,0,No
CLI-00242,Femenino,34,0,Si,Si,15,Si,Fibra optica,No,Mensual,Cheque electronico,Si,93.32,1494.59,2,1,Si
CLI-00243,Masculino,75,1,Si,No,36,Si,DSL,No,Bianual,Transferencia bancaria,No,51.67,1685.28,1,0,No
CLI-00244,Masculino,40,0,No,Si,29,Si,Fibra optica,Si,Anual,Tarjeta credito,Si,29.98,902.76,2,0,No
CLI-00245,Femenino,43,0,Si,Si,52,Si,Fibra optica,No,Mensual,Transferencia bancaria,Si,50.21,2649.04,0,0,No
CLI-00246,Masculino,46,0,No,Si,46,Si,No,No,Mensual,Transferencia bancaria,No,83.73,4060.76,3,1,Si
CLI-00247,Masculino,50,0,Si,No,69,Si,No,No,Mensual,Tarjeta credito,No,98.84,6318.37,3,0,No
CLI-00248,Masculino,77,1,Si,Si,29,Si,DSL,No,Mensual,Transferencia bancaria,No,117.66,3665.72,3,0,No
CLI-00249,Masculino,44,0,Si,No,47,Si,No,No,Mensual,Cheque por correo,Si,95.66,4335.63,0,0,No
CLI-00250,Femenino,42,0,No,No,25,No,DSL,No,Mensual,Cheque por correo,Si,68.21,1537.64,1,0,No
CLI-00251,Masculino,73,1,Si,No,16,Si,No,No,Mensual,Cheque electronico,No,47.85,789.59,2,0,No
CLI-00252,Femenino,72,1,Si,No,41,Si,Fibra optica,No,Mensual,Cheque por correo,Si,112.61,4948.84,1,0,No
CLI-00253,Masculino,27,0,Si,Si,65,Si,Fibra optica,Si,Mensual,Cheque por correo,Si,72.49,4573.97,1,0,No
CLI-00254,Masculino,64,0,Si,No,69,Si,Fibra optica,No,Mensual,Cheque por correo,No,88.26,6123.52,4,1,Si
CLI-00255,Masculino,40,0,No,Si,20,Si,DSL,No,Mensual,Transferencia bancaria,No,66.19,1300.59,2,0,No
CLI-00256,Masculino,38,0,No,No,69,Si,DSL,Si,Anual,Cheque electronico,No,42.69,2676.07,1,0,No
CLI-00257,Femenino,38,0,Si,Si,36,Si,DSL,No,Mensual,Tarjeta credito,No,73.79,2790.92,0,0,No
CLI-00258,Femenino,60,0,No,No,58,Si,No,No,Anual,Transferencia bancaria,No,103.67,6543.76,0,0,No
CLI-00259,Masculino,30,0,No,No,48,Si,Fibra optica,Si,Bianual,Tarjeta credito,Si,57.1,2696.99,0,0,No
CLI-00260,Masculino,54,0,Si,No,2,Si,DSL,No,Mensual,Cheque por correo,Si,86.21,160.16,1,1,Si
CLI-00261,Femenino,50,0,No,Si,29,Si,No,Si,Mensual,Cheque electronico,No,22.32,647.94,0,0,No
CLI-00262,Masculino,41,0,No,No,16,Si,DSL,No,Anual,Transferencia bancaria,Si,113.53,1963.53,1,0,No
CLI-00263,Masculino,61,0,Si,Si,35,Si,No,No,Mensual,Transferencia bancaria,Si,116.93,4179.16,1,0,No
CLI-00264,Masculino,28,0,Si,No,62,Si,Fibra optica,Si,Mensual,Transferencia bancaria,No,57.4,3354.07,3,1,Si
CLI-00265,Femenino,34,0,No,No,4,Si,Fibra optica,No,Mensual,Tarjeta credito,No,68.84,278.29,0,1,Si
CLI-00266,Femenino,21,0,No,No,68,Si,DSL,No,Mensual,Cheque electronico,No,34.38,2256.89,2,0,No
CLI-00267,Femenino,64,0,Si,No,51,Si,No,No,Mensual,Cheque por correo,Si,38.01,1753.79,1,0,No
CLI-00268,Masculino,42,0,Si,No,33,Si,DSL,No,Bianual,Cheque electronico,No,79.41,2837.32,1,0,No
CLI-00269,Masculino,47,0,Si,No,24,Si,DSL,No,Mensual,Tarjeta credito,No,81.95,2082.63,2,0,No
CLI-00270,Femenino,26,0,No,No,25,Si,Fibra optica,No,Anual,Cheque electronico,No,52.84,1433.04,2,0,No
CLI-00271,Femenino,38,0,No,No,28,Si,No,No,Mensual,Cheque electronico,Si,56.15,1629.68,1,1,Si
CLI-00272,Femenino,37,0,No,No,7,Si,DSL,No,Mensual,Cheque electronico,Si,69.64,482.58,2,1,Si
CLI-00273,Femenino,36,0,Si,Si,36,Si,Fibra optica,No,Mensual,Transferencia bancaria,Si,113.86,4093.38,1,1,Si
CLI-00274,Masculino,36,0,No,No,10,Si,Fibra optica,No,Bianual,Transferencia bancaria,No,33.26,312.95,1,1,Si
CLI-00275,Femenino,29,0,No,No,36,Si,Fibra optica,No,Mensual,Cheque por correo,No,74.26,2612.57,3,0,No
CLI-00276,Masculino,54,0,Si,Si,18,Si,Fibra optica,No,Mensual,Cheque electronico,No,23.93,401.78,0,0,No
CLI-00277,Femenino,59,0,Si,No,6,Si,DSL,No,Mensual,Cheque electronico,Si,64.75,386.44,2,1,Si
CLI-00278,Masculino,34,0,No,No,7,Si,Fibra optica,No,Mensual,Transferencia bancaria,No,58.52,421.59,3,1,Si
CLI-00279,Femenino,54,0,No,Si,12,Si,Fibra optica,No,Mensual,Cheque por correo,No,34.75,396.7,2,0,No
CLI-00280,Femenino,71,1,No,No,41,Si,DSL,Si,Anual,Cheque por correo,No,34.73,1550.31,1,0,No
CLI-00281,Femenino,65,1,No,No,63,No,Fibra optica,No,Mensual,Transferencia bancaria,No,63.91,4144.58,0,1,Si
CLI-00282,Femenino,56,0,Si,No,25,Si,DSL,Si,Mensual,Tarjeta credito,No,30.91,729.46,1,0,No
CLI-00283,Masculino,45,0,No,No,53,Si,Fibra optica,Si,Bianual,Cheque electronico,Si,48.07,2378.03,0,0,No
CLI-00284,Femenino,58,0,No,No,33,Si,Fibra optica,No,Anual,Cheque por correo,No,25.26,778.56,3,0,No
CLI-00285,Masculino,52,0,No,Si,6,Si,No,Si,Mensual,Cheque electronico,Si,48.32,317.4,0,1,Si
CLI-00286,Masculino,64,0,No,No,62,Si,Fibra optica,Si,Anual,Cheque por correo,Si,72.44,4254.7,2,0,No
CLI-00287,Masculino,65,1,No,No,66,Si,DSL,No,Mensual,Transferencia bancaria,No,93.87,5784.51,0,0,No
CLI-00288,Masculino,35,0,Si,No,9,Si,DSL,No,Anual,Cheque por correo,Si,102.7,862.19,1,0,No
CLI-00289,Femenino,31,0,No,No,67,Si,Fibra optica,Si,Mensual,Tarjeta credito,Si,52.46,3405.36,2,0,No
CLI-00290,Masculino,52,0,Si,No,16,Si,Fibra optica,No,Anual,Cheque por correo,No,113.76,1862.14,2,0,No
CLI-00291,Masculino,61,0,Si,No,55,Si,Fibra optica,No,Anual,Cheque por correo,No,42.54,2142.73,2,0,No
CLI-00292,Masculino,58,0,Si,No,40,Si,Fibra optica,No,Mensual,Transferencia bancaria,No,26.22,977.36,3,0,No
CLI-00293,Femenino,77,1,Si,No,26,Si,No,Si,Mensual,Cheque por correo,No,112.35,3199.45,2,1,Si
CLI-00294,Femenino,24,0,No,No,38,Si,No,Si,Mensual,Cheque por correo,No,73.06,2841.68,1,0,No
CLI-00295,Femenino,58,0,No,No,35,Si,DSL,No,Mensual,Tarjeta credito,No,53.84,1748.6,4,0,No
CLI-00296,Femenino,30,0,No,No,68,Si,Fibra optica,Si,Anual,Transferencia bancaria,Si,109.61,7528.16,1,0,No
CLI-00297,Masculino,35,0,No,Si,59,Si,DSL,No,Mensual,Tarjeta credito,Si,97.13,5433.75,4,0,No
CLI-00298,Masculino,54,0,Si,No,14,No,Fibra optica,No,Mensual,Transferencia bancaria,Si,102.91,1577.21,0,0,No
CLI-00299,Femenino,30,0,No,No,47,Si,Fibra optica,No,Anual,Cheque por correo,Si,47.82,2197.56,3,0,No
CLI-00300,Masculino,53,0,Si,No,71,Si,Fibra optica,No,Bianual,Tarjeta credito,No,107.1,7060.22,0,0,No
CLI-00301,Masculino,48,0,Si,No,72,Si,Fibra optica,Si,Mensual,Cheque electronico,Si,84.28,6205.26,0,0,No
CLI-00302,Masculino,19,0,No,No,42,Si,No,No,Bianual,Tarjeta credito,No,93.28,3633.57,1,0,No
CLI-00303,Femenino,33,0,Si,Si,51,Si,Fibra optica,No,Mensual,Tarjeta credito,No,49.87,2552.56,1,0,No
CLI-00304,Femenino,26,0,Si,No,19,Si,Fibra optica,No,Anual,Tarjeta credito,No,42.99,874.35,1,0,No
CLI-00305,Masculino,26,0,No,No,66,No,DSL,No,Bianual,Cheque electronico,Si,59.63,3814.15,0,0,No
CLI-00306,Femenino,55,0,No,Si,47,Si,Fibra optica,Si,Anual,Tarjeta credito,No,76.67,3587.26,1,0,No
CLI-00307,Femenino,28,0,Si,Si,65,Si,DSL,No,Bianual,Transferencia bancaria,No,85.93,5147.91,0,0,No
CLI-00308,Femenino,71,1,No,No,42,Si,Fibra optica,No,Mensual,Transferencia bancaria,Si,68.79,2973.74,0,0,No
CLI-00309,Femenino,73,1,No,No,38,Si,DSL,Si,Mensual,Transferencia bancaria,No,89.28,3129.45,3,0,No
CLI-00310,Femenino,39,0,No,No,13,Si,DSL,Si,Mensual,Cheque por correo,Si,90.25,1132.65,0,0,No
CLI-00311,Masculino,50,0,Si,No,44,Si,DSL,No,Bianual,Cheque electronico,Si,85.94,4039.39,1,0,No
CLI-00312,Femenino,53,0,No,No,24,Si,DSL,No,Bianual,Transferencia bancaria,No,43.61,973.36,1,0,No
CLI-00313,Masculino,62,0,No,No,30,Si,Fibra optica,Si,Mensual,Cheque electronico,Si,63.53,2035.57,2,0,No
CLI-00314,Masculino,40,0,No,No,70,Si,Fibra optica,Si,Mensual,Transferencia bancaria,No,96.11,6903.39,2,0,No
CLI-00315,Femenino,62,0,No,Si,38,Si,DSL,No,Bianual,Cheque por correo,No,108.47,3825.95,2,0,No
CLI-00316,Masculino,62,0,Si,No,23,Si,Fibra optica,Si,Mensual,Cheque por correo,No,69.12,1484.36,2,1,Si
CLI-00317,Masculino,51,0,Si,No,57,Si,DSL,No,Anual,Cheque electronico,Si,118.65,6983.81,1,0,No
CLI-00318,Masculino,26,0,Si,No,23,Si,Fibra optica,No,Bianual,Cheque electronico,No,35.82,861.62,3,0,No
CLI-00319,Femenino,41,0,Si,No,36,No,No,No,Mensual,Transferencia bancaria,Si,40.89,1517.89,0,0,No
CLI-00320,Femenino,25,0,No,No,57,Si,Fibra optica,No,Mensual,Transferencia bancaria,Si,65.0,3863.61,1,0,No
CLI-00321,Masculino,24,0,Si,Si,1,Si,No,Si,Bianual,Cheque por correo,Si,69.89,67.96,1,0,No
CLI-00322,Femenino,53,0,No,Si,72,Si,Fibra optica,No,Mensual,Transferencia bancaria,Si,61.3,3973.51,0,0,No
CLI-00323,Femenino,35,0,No,Si,3,Si,No,No,Mensual,Cheque por correo,No,61.9,186.77,0,0,No
CLI-00324,Femenino,20,0,Si,Si,14,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,67.7,965.72,2,0,No
CLI-00325,Femenino,45,0,Si,No,34,Si,No,Si,Mensual,Cheque electronico,Si,50.66,1787.08,0,0,No
CLI-00326,Masculino,23,0,No,Si,70,Si,No,No,Mensual,Cheque electronico,No,31.36,2077.24,1,1,Si
CLI-00327,Masculino,61,0,No,Si,69,Si,DSL,No,Anual,Cheque electronico,No,115.52,7445.17,0,0,No
CLI-00328,Femenino,61,0,Si,No,51,Si,DSL,No,Bianual,Cheque electronico,No,99.09,5387.44,2,0,No
CLI-00329,Femenino,38,0,Si,No,29,Si,Fibra optica,No,Mensual,Tarjeta credito,No,101.12,3132.65,0,1,Si
CLI-00330,Masculino,45,0,No,Si,48,Si,Fibra optica,No,Anual,Tarjeta credito,Si,55.23,2909.58,0,0,No
CLI-00331,Masculino,57,0,No,No,16,Si,No,Si,Mensual,Tarjeta credito,Si,59.2,916.84,1,0,No
CLI-00332,Femenino,71,1,Si,No,57,Si,DSL,No,Mensual,Cheque por correo,Si,113.46,5896.83,0,0,No
CLI-00333,Masculino,71,1,No,Si,10,Si,No,No,Mensual,Cheque por correo,No,117.24,1166.75,3,1,Si
CLI-00334,Femenino,18,0,Si,Si,19,No,DSL,Si,Bianual,Transferencia bancaria,No,114.15,2160.06,3,0,No
CLI-00335,Femenino,53,0,Si,No,67,No,DSL,No,Bianual,Cheque por correo,Si,83.55,5078.96,0,0,No
CLI-00336,Masculino,38,0,Si,No,36,Si,No,No,Mensual,Tarjeta credito,No,42.76,1562.47,1,0,No
CLI-00337,Masculino,77,1,Si,No,4,Si,DSL,No,Mensual,Cheque electronico,Si,79.71,303.59,0,0,No
CLI-00338,Femenino,60,0,Si,Si,33,Si,Fibra optica,Si,Bianual,Cheque electronico,No,78.09,2380.67,0,0,No
CLI-00339,Femenino,52,0,No,No,28,Si,DSL,No,Mensual,Tarjeta credito,No,110.64,3162.91,2,1,Si
CLI-00340,Masculino,30,0,Si,No,9,Si,No,No,Anual,Tarjeta credito,Si,49.79,428.6,1,0,No
CLI-00341,Femenino,74,1,Si,Si,6,Si,Fibra optica,Si,Mensual,Tarjeta credito,No,38.47,233.66,1,1,Si
CLI-00342,Masculino,66,1,Si,No,49,Si,No,Si,Anual,Cheque por correo,No,45.11,1996.08,2,0,No
CLI-00343,Femenino,71,1,No,No,22,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,42.8,916.41,0,1,Si
CLI-00344,Masculino,71,1,Si,No,48,Si,Fibra optica,Si,Mensual,Cheque electronico,Si,84.14,4333.89,3,0,No
CLI-00345,Masculino,27,0,Si,No,21,Si,DSL,Si,Bianual,Cheque electronico,Si,100.87,2181.87,2,0,No
CLI-00346,Masculino,70,1,No,No,33,Si,DSL,No,Mensual,Cheque por correo,Si,55.55,1967.89,2,0,No
CLI-00347,Femenino,61,0,No,No,56,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,35.99,2112.37,2,0,No
CLI-00348,Femenino,64,0,Si,No,29,Si,Fibra optica,No,Mensual,Cheque electronico,Si,53.0,1604.54,2,0,No
CLI-00349,Masculino,70,1,No,Si,53,Si,DSL,No,Mensual,Cheque por correo,Si,73.75,4198.02,2,0,No
CLI-00350,Femenino,27,0,No,No,40,No,DSL,No,Mensual,Transferencia bancaria,Si,85.78,3101.49,1,1,Si
CLI-00351,Masculino,63,0,No,Si,18,Si,DSL,No,Mensual,Transferencia bancaria,No,74.08,1312.1,2,0,No
CLI-00352,Masculino,30,0,Si,Si,47,Si,Fibra optica,No,Mensual,Cheque electronico,Si,44.19,2268.18,2,0,No
CLI-00353,Femenino,54,0,No,No,13,Si,DSL,No,Bianual,Cheque electronico,Si,111.64,1357.61,3,0,No
CLI-00354,Femenino,55,0,Si,No,27,Si,DSL,No,Mensual,Tarjeta credito,Si,62.66,1743.84,2,0,No
CLI-00355,Masculino,41,0,No,No,62,No,DSL,No,Mensual,Transferencia bancaria,Si,64.81,4251.43,1,0,No
CLI-00356,Femenino,19,0,No,No,45,Si,No,No,Anual,Transferencia bancaria,No,116.67,5705.45,0,0,No
CLI-00357,Femenino,39,0,Si,Si,3,Si,DSL,Si,Anual,Cheque por correo,Si,106.57,343.48,0,0,No
CLI-00358,Masculino,34,0,No,No,22,Si,No,No,Mensual,Cheque electronico,No,100.24,2283.16,1,0,No
CLI-00359,Masculino,53,0,Si,No,27,Si,Fibra optica,No,Mensual,Cheque electronico,Si,36.63,1030.78,1,0,No
CLI-00360,Femenino,31,0,No,No,55,No,Fibra optica,No,Mensual,Cheque electronico,No,103.48,5512.73,3,1,Si
CLI-00361,Masculino,27,0,Si,No,67,Si,DSL,Si,Mensual,Cheque electronico,No,64.44,4079.1,2,0,No
CLI-00362,Masculino,52,0,Si,No,33,Si,Fibra optica,No,Bianual,Cheque electronico,Si,39.36,1418.02,0,0,No
CLI-00363,Femenino,42,0,Si,No,2,Si,DSL,Si,Anual,Transferencia bancaria,No,119.07,260.79,2,0,No
CLI-00364,Masculino,20,0,No,No,46,Si,DSL,No,Anual,Tarjeta credito,Si,35.55,1610.64,2,0,No
CLI-00365,Masculino,64,0,Si,Si,33,Si,No,No,Mensual,Tarjeta credito,Si,112.04,3631.38,0,0,No
CLI-00366,Femenino,55,0,Si,No,58,Si,Fibra optica,No,Anual,Tarjeta credito,No,18.05,1036.79,4,0,No
CLI-00367,Femenino,34,0,Si,No,7,Si,DSL,No,Mensual,Transferencia bancaria,Si,62.67,435.3,1,0,No
CLI-00368,Masculino,29,0,No,No,15,Si,Fibra optica,No,Mensual,Cheque electronico,No,21.05,337.36,2,0,No
CLI-00369,Masculino,71,1,No,No,26,Si,Fibra optica,Si,Mensual,Cheque por correo,Si,111.07,2847.79,2,0,No
CLI-00370,Femenino,69,1,Si,No,11,Si,Fibra optica,No,Bianual,Cheque electronico,No,30.84,365.18,1,1,Si
CLI-00371,Femenino,41,0,Si,No,38,Si,Fibra optica,No,Anual,Transferencia bancaria,No,86.66,3421.63,1,0,No
CLI-00372,Femenino,46,0,Si,No,27,Si,DSL,No,Mensual,Cheque electronico,No,82.38,2431.29,0,1,Si
CLI-00373,Femenino,60,0,Si,No,7,Si,DSL,Si,Mensual,Cheque electronico,Si,97.46,706.04,2,0,No
CLI-00374,Masculino,42,0,Si,No,1,Si,Fibra optica,No,Mensual,Cheque electronico,Si,94.18,92.53,4,1,Si
CLI-00375,Femenino,53,0,No,No,21,Si,Fibra optica,No,Anual,Tarjeta credito,No,21.31,484.92,4,0,No
CLI-00376,Femenino,75,1,Si,No,30,No,Fibra optica,Si,Anual,Transferencia bancaria,No,57.62,1635.18,0,0,No
CLI-00377,Masculino,77,1,Si,Si,8,Si,Fibra optica,No,Mensual,Cheque electronico,Si,50.9,445.07,1,1,Si
CLI-00378,Femenino,43,0,Si,No,3,Si,Fibra optica,Si,Bianual,Cheque por correo,Si,117.23,319.58,1,0,No
CLI-00379,Masculino,55,0,No,Si,55,Si,Fibra optica,Si,Bianual,Cheque electronico,Si,97.04,5487.65,5,0,No
CLI-00380,Femenino,18,0,No,No,15,Si,No,No,Bianual,Cheque electronico,Si,90.21,1222.77,0,0,No
CLI-00381,Femenino,37,0,No,No,36,Si,DSL,No,Mensual,Cheque electronico,Si,63.1,2137.11,2,1,Si
CLI-00382,Femenino,72,1,Si,No,6,No,Fibra optica,No,Mensual,Cheque por correo,Si,108.88,648.57,3,1,Si
CLI-00383,Masculino,45,0,Si,No,42,Si,No,No,Mensual,Transferencia bancaria,Si,19.72,771.63,2,1,Si
CLI-00384,Masculino,33,0,Si,No,50,Si,Fibra optica,No,Mensual,Cheque por correo,No,41.3,2266.88,1,0,No
CLI-00385,Femenino,64,0,Si,Si,18,Si,Fibra optica,No,Bianual,Tarjeta credito,No,88.89,1687.39,3,0,No
CLI-00386,Masculino,34,0,No,No,50,Si,DSL,No,Mensual,Cheque por correo,Si,69.86,3738.11,0,0,No
CLI-00387,Masculino,57,0,No,No,30,Si,No,No,Bianual,Tarjeta credito,Si,72.45,2381.75,4,0,No
CLI-00388,Masculino,45,0,No,No,39,Si,Fibra optica,No,Mensual,Transferencia bancaria,No,60.47,2440.76,1,1,Si
CLI-00389,Masculino,75,1,No,No,12,Si,Fibra optica,No,Mensual,Tarjeta credito,Si,34.98,400.17,1,0,No
CLI-00390,Masculino,29,0,Si,No,59,Si,DSL,No,Mensual,Transferencia bancaria,Si,34.95,2168.02,4,0,No
CLI-00391,Masculino,44,0,No,No,44,Si,DSL,Si,Mensual,Cheque por correo,No,48.04,2149.4,0,0,No
CLI-00392,Femenino,71,1,Si,No,4,Si,DSL,Si,Mensual,Cheque por correo,Si,65.77,250.85,1,1,Si
CLI-00393,Femenino,70,1,Si,No,36,Si,DSL,No,Bianual,Cheque electronico,Si,102.06,3576.64,0,0,No
CLI-00394,Masculino,59,0,No,Si,48,Si,No,Si,Anual,Cheque electronico,No,63.58,3117.68,4,0,No
CLI-00395,Femenino,76,1,Si,No,14,No,No,Si,Mensual,Cheque electronico,Si,109.58,1502.04,1,0,No
CLI-00396,Femenino,64,0,Si,No,49,Si,Fibra optica,No,Bianual,Cheque por correo,Si,30.29,1405.59,3,0,No
CLI-00397,Femenino,47,0,Si,Si,67,Si,DSL,Si,Mensual,Cheque electronico,Si,45.72,3020.31,1,0,No
CLI-00398,Femenino,58,0,No,Si,9,Si,DSL,No,Mensual,Cheque por correo,Si,25.19,214.63,1,0,No
CLI-00399,Masculino,51,0,No,No,21,Si,Fibra optica,No,Mensual,Tarjeta credito,No,70.02,1580.73,1,0,No
CLI-00400,Femenino,54,0,Si,No,72,Si,DSL,Si,Mensual,Tarjeta credito,No,27.18,2032.92,2,0,No
CLI-00401,Femenino,23,0,No,Si,16,No,Fibra optica,Si,Mensual,Transferencia bancaria,No,99.16,1547.38,3,0,No
CLI-00402,Masculino,24,0,Si,No,16,Si,DSL,Si,Bianual,Cheque electronico,No,22.06,384.4,0,0,No
CLI-00403,Masculino,49,0,Si,No,28,Si,Fibra optica,No,Bianual,Cheque electronico,Si,66.49,1820.37,0,0,No
CLI-00404,Femenino,49,0,No,Si,51,Si,No,No,Bianual,Cheque electronico,Si,60.9,3152.16,1,0,No
CLI-00405,Femenino,70,1,No,Si,56,Si,Fibra optica,No,Anual,Cheque por correo,Si,38.63,2168.42,0,0,No
CLI-00406,Femenino,42,0,No,No,57,Si,No,No,Anual,Tarjeta credito,No,77.86,4102.43,2,0,No
CLI-00407,Femenino,50,0,Si,Si,52,No,No,No,Mensual,Cheque electronico,Si,57.38,2938.28,2,1,Si
CLI-00408,Femenino,72,1,No,No,46,Si,Fibra optica,No,Mensual,Cheque por correo,No,38.19,1608.31,1,0,No
CLI-00409,Femenino,75,1,No,No,38,Si,Fibra optica,Si,Anual,Transferencia bancaria,Si,102.31,3631.62,3,0,No
CLI-00410,Masculino,24,0,No,No,48,Si,DSL,No,Bianual,Cheque electronico,Si,85.39,4334.42,3,0,No
CLI-00411,Femenino,69,1,Si,Si,41,Si,No,No,Mensual,Tarjeta credito,No,19.24,757.71,2,0,No
CLI-00412,Femenino,74,1,No,Si,59,Si,Fibra optica,Si,Mensual,Cheque por correo,Si,69.19,3746.62,1,1,Si
CLI-00413,Masculino,79,1,No,Si,67,No,No,No,Mensual,Tarjeta credito,No,45.67,3193.89,1,0,No
CLI-00414,Masculino,29,0,Si,Si,66,Si,Fibra optica,Si,Mensual,Transferencia bancaria,Si,111.34,7792.87,2,0,No
CLI-00415,Masculino,33,0,Si,No,27,Si,DSL,No,Anual,Cheque electronico,Si,92.01,2523.06,0,0,No
CLI-00416,Masculino,33,0,Si,Si,32,Si,No,Si,Mensual,Cheque electronico,No,80.38,2785.96,1,0,No
CLI-00417,Femenino,60,0,No,No,56,Si,DSL,Si,Mensual,Cheque electronico,No,27.08,1622.46,3,1,Si
CLI-00418,Femenino,70,1,No,No,10,Si,No,No,Mensual,Cheque por correo,Si,112.93,1141.21,3,0,No
CLI-00419,Femenino,53,0,No,Si,40,Si,DSL,No,Anual,Tarjeta credito,Si,32.71,1370.42,2,0,No
CLI-00420,Femenino,30,0,No,Si,17,Si,Fibra optica,No,Mensual,Transferencia bancaria,Si,63.98,1050.51,3,1,Si
CLI-00421,Femenino,24,0,No,Si,58,Si,Fibra optica,No,Bianual,Transferencia bancaria,Si,87.47,5211.54,0,0,No
CLI-00422,Femenino,53,0,Si,Si,6,Si,No,No,Mensual,Cheque por correo,No,68.47,450.01,1,0,No
CLI-00423,Masculino,64,0,Si,No,39,Si,No,No,Mensual,Cheque por correo,Si,108.01,4465.03,1,0,No
CLI-00424,Femenino,68,1,No,No,18,Si,No,Si,Mensual,Cheque electronico,Si,103.2,1810.99,1,0,No
CLI-00425,Masculino,26,0,Si,No,72,Si,Fibra optica,Si,Mensual,Cheque electronico,No,31.81,2488.37,1,0,No
CLI-00426,Masculino,49,0,Si,No,42,Si,DSL,No,Mensual,Cheque electronico,No,81.0,3623.22,1,0,No
CLI-00427,Femenino,28,0,No,No,4,Si,Fibra optica,No,Mensual,Cheque por correo,Si,23.32,84.65,2,1,Si
CLI-00428,Masculino,25,0,Si,No,20,Si,Fibra optica,No,Anual,Cheque por correo,Si,91.5,1920.04,2,0,No
CLI-00429,Femenino,50,0,Si,No,28,Si,Fibra optica,No,Mensual,Cheque electronico,Si,93.07,2854.26,4,0,No
CLI-00430,Masculino,40,0,Si,Si,40,No,No,Si,Bianual,Tarjeta credito,No,53.14,2048.1,2,0,No
CLI-00431,Femenino,42,0,Si,Si,65,Si,Fibra optica,No,Mensual,Cheque electronico,Si,98.23,6098.06,3,1,Si
